id,x,y,z
0,0.1260668571637713,0.40458502810994135,0.14083753378300323
1,0.17075365576565749,0.4430000933816196,0.04214980225793974
2,0.043598963788727296,0.6627972992785941,0.8455700580378871
3,0.7340805872084111,0.3682576053554987,0.6396396725205009
4,0.29418890716749324,0.25272147494062347,0.8031746714537771
5,0.8120589834634266,0.6026217586319477,0.7116324450101221
6,0.731842851627007,0.6117244906240443,0.8028262191341463
7,0.18991121066892502,0.7996846377514172,0.7616893214061502
8,0.18325722064214078,0.34509225548078504,0.21441182610970955
9,0.8688451997305102,0.8426087392338736,0.350543203864879
10,0.13652482863580306,0.989420287390905,0.6465839383640611
11,0.661656287081675,0.7014306956118191,0.1471296100355759
12,0.13322153479774113,0.037629496817085495,0.9261876365457414
13,0.7438004605118702,0.40108787540432034,0.19102228577809466
14,0.3996676188144547,0.7894373250965495,0.4038772496881138
15,0.9879032813985086,0.14145481979813868,0.21251920752578923
16,0.15091555618293429,0.43580906649218676,0.6168739940749268
17,0.5810258033908735,0.5843101893908943,0.8166662698102325
18,0.10053072555759557,0.2324715081148453,0.8305337841191269
19,0.9023240342657224,0.2310198053905096,0.5273137142038633
20,0.9468449495177105,0.12499550671136883,0.6164955079222492
21,0.19788248866676716,0.968805300239711,0.6889705034834567
22,0.6443353998695268,0.050121298256887825,0.01467989307065487
23,0.9181930346432037,0.2799455287995667,0.7856512328950848
24,0.744654194750064,0.4600593480498425,0.8912242422772639
25,0.8452601267284577,0.02730152599958624,0.1357229391803959
26,0.30656616283280835,0.29565391950444964,0.05433595165749938
27,0.7366171191987119,0.520728672487195,0.6368097726775687
28,0.8925039516052518,0.9648744963691894,0.9247996716996574
29,0.4934917921871733,0.48824558772855153,0.7975027073757397
30,0.9688885346861001,0.04567681845792726,0.5025815841391816
31,0.8464340276961382,0.6114836906068262,0.2325534293255338
32,0.9908304670277674,0.7131107177013082,0.5935403890191294
33,0.183705270326199,0.9791682392858471,0.6743328131827869
34,0.7400255754313383,0.3486476164486457,0.5501747035773433
35,0.022299518701855092,0.44658303323448323,0.23998716846522927
36,0.7237849172438381,0.34978965596669864,0.23477144532649996
37,0.459743900409038,0.5239756641823662,0.7472022352375156
38,0.19900089035244106,0.3059358730749697,0.8749804931871114
39,0.6399636467671219,0.5213496790064392,0.8964898669025949
40,0.35352141509838975,0.7333333804204046,0.924697357445478
41,0.7018374673464957,0.77301404549273,0.46183754043953695
42,0.01881035782231566,0.39867947053506814,0.8011581517328218
43,0.4416811152722855,0.7640471190206233,0.3959326853620688
44,0.8129038930392551,0.48255125852610947,0.7607859598656266
45,0.446903517753665,0.9503159317749333,0.6794124039505974
46,0.061365036059554456,0.8489823322828353,0.6796529746425019
47,0.00873733570535895,0.015494186093671813,0.40327192386301547
48,0.5588819351646677,0.22964092330946295,0.7510594846523585
49,0.7327827312512774,0.015031721740207948,0.8821040182431528
50,0.5711127426090874,0.5078279074024128,0.8949816284287104
51,0.22605350463096707,0.0697902624490171,0.4635427063227838
52,0.6953080816035803,0.47995576446016963,0.629435689815176
53,0.44496073511151046,0.32895093877340764,0.1957396713637094
54,0.7790480834541821,0.7231272889411468,0.674386602226417
55,0.29529335616799657,0.5667308921382612,0.17420274194260488
56,0.8102140924570721,0.3817691455262652,0.8714740215418207
57,0.0034326303629445,0.7614388821533107,0.2657155419435062
58,0.6131473048153133,0.8119983325356824,0.7330817658202579
59,0.8449354552818353,0.3402709085374679,0.7735026027341971
60,0.006770305862154102,0.9818490666614972,0.7858083196149304
61,0.27041613947676135,0.17264556534188769,0.06479063533446705
62,0.43977724755265946,0.6872024670945266,0.27957634947142285
63,0.48886799209899023,0.4539726804564781,0.12955325978836618
64,0.0622089645878241,0.32742347510723147,0.5010689809532431
65,0.2768351253514888,0.270135063300861,0.9022901835394735
66,0.33127701235484297,0.6183209575343991,0.525341813167811
67,0.9481957262732574,0.9661872128519331,0.887310092636153
68,0.6480576128020863,0.6297281661358133,0.9958704502831611
69,0.10270142047375552,0.1995014467404651,0.7619356995863484
70,0.6265019647070192,0.9134287812587503,0.8309806824921754
71,0.04573100867013258,0.27639404469761963,0.9499657023708534
72,0.4354396423114121,0.6054127772894359,0.059497908454983595
73,0.560024125527578,0.6902319408769586,0.2932494314879738
74,0.9931768576693686,0.06108579795337743,0.20937442902233672
75,0.9083535151876437,0.7151881953564158,0.2659671704759584
76,0.9723230825450309,0.2676341056801863,0.12145765359109406
77,0.20850685373194144,0.9805672281695701,0.6915097292202157
78,0.4096840019124329,0.3736012961074743,0.45202851213952455
79,0.6713108640091751,0.5921979979554534,0.0731623083224403
80,0.9001550577618087,0.34190954100417303,0.35146422560998425
81,0.15183129331748757,0.7786009558494394,0.18168247724515407
82,0.6554833564670678,0.7581028128032313,0.6358395215320723
83,0.027900413361270915,0.45299428405262265,0.5554196968913111
84,0.9395336563770643,0.1978747754279433,0.23445254243054858
85,0.07606344586866975,0.02005691273102761,0.06161250408297014
86,0.5723715415171958,0.5270149177727652,0.38620836058935715
87,0.795529668367697,0.6048916532319851,0.09225608355193837
88,0.22483614399852547,0.3769398392896506,0.5252549337296823
89,0.9883298798931077,0.5082051407378075,0.9006573095944177
90,0.09677882233238166,0.6839616883480101,0.0774576632442684
91,0.05151199581016763,0.9603888084482898,0.18548595166402337
92,0.7386698573874659,0.007750785934626747,0.6556712914387867
93,0.7964039041591072,0.15641987695415838,0.7701901244001006
94,0.7624349566015167,0.4803598408496539,0.6674656925324619
95,0.9677676733568221,0.26444634884307094,0.4525937976031281
96,0.15794173677373768,0.40211186662927767,0.9987593637742267
97,0.7393487576652871,0.024576095102170514,0.9657585139622467
98,0.8757795521591557,0.12214493371509205,0.011844945471090718
99,0.9956807053329955,0.7963459319111195,0.9502995165221955
