0,8,1,96,35,76,26,55,71,61,90,38,84,89,15,65,80,53,18,42,31,63,64,74,95,81,72,13,87,85,57,88
1,96,0,8,26,38,55,71,89,65,35,90,76,42,61,18,72,2,4,63,53,40,81,69,84,15,23,56,99,29,87,31
2,89,99,7,90,46,32,42,5,44,6,67,54,1,96,60,40,16,28,87,83,24,56,81,21,94,59,33,77,38,10,12
3,34,52,94,27,59,44,56,19,48,23,93,5,24,6,29,39,95,83,17,20,42,37,50,80,86,64,54,92,78,89,82
4,65,38,18,69,26,48,61,96,71,12,16,77,29,42,88,21,33,37,1,10,45,23,50,64,78,51,60,0,89,85,20
5,6,44,54,27,94,52,82,24,32,17,3,39,59,56,2,89,58,42,83,34,50,41,68,23,29,46,99,37,87,70,79
6,5,17,44,39,24,54,27,94,68,50,52,82,58,56,29,79,37,3,89,59,87,2,70,32,99,42,11,34,41,23,72
7,46,21,77,33,2,10,40,60,99,32,12,45,67,66,90,28,89,37,85,16,51,69,14,30,81,58,54,5,20,72,83
8,0,35,1,26,96,76,61,55,53,15,84,71,64,80,88,78,95,65,63,74,38,51,85,90,83,72,89,91,18,16,47
9,75,57,41,47,31,30,91,25,74,32,11,81,73,15,54,87,82,92,84,46,90,20,85,99,79,10,19,86,43,5,51
10,33,21,77,46,60,51,30,7,20,69,47,12,67,18,45,32,4,19,28,64,95,99,23,2,38,92,93,65,14,88,85
11,79,68,87,73,31,62,72,75,63,86,39,13,9,41,50,43,17,24,6,57,36,22,25,14,97,40,70,55,99,28,49
12,85,60,67,18,69,61,28,77,21,71,33,65,99,38,91,10,98,7,4,74,46,26,15,76,23,25,81,20,96,40,90
13,36,80,87,79,31,63,76,84,35,86,24,53,11,68,56,39,98,15,73,50,75,34,95,0,25,72,89,22,71,19,74
14,43,62,73,66,41,86,45,81,51,55,82,11,72,21,58,33,77,10,7,78,57,37,46,63,91,47,32,90,88,54,79
15,84,74,76,91,25,85,47,98,80,95,8,71,0,30,35,61,36,12,19,9,28,64,51,13,97,67,96,57,26,1,81
16,88,83,64,42,66,69,38,4,18,95,78,32,23,19,89,2,37,65,59,44,20,80,96,71,5,29,7,94,35,51,8
17,50,39,29,37,6,68,24,52,58,27,5,94,44,82,79,54,72,40,56,3,70,87,63,11,48,59,66,34,45,41,89
18,69,38,71,42,23,65,4,12,96,60,59,20,61,16,89,1,10,77,33,98,26,67,21,85,93,76,56,64,28,0,88
19,95,20,64,30,34,80,3,83,23,47,93,59,84,92,69,94,16,15,52,42,27,88,44,10,18,36,51,74,60,35,56
20,30,19,95,93,69,60,23,10,92,47,64,33,18,59,21,46,77,34,67,51,3,42,83,80,28,49,16,12,71,88,56
21,77,33,10,46,7,60,51,45,12,69,20,30,18,67,4,32,47,40,99,2,65,38,28,14,85,66,19,64,23,71,43
22,97,49,70,25,98,28,93,48,67,58,11,92,36,53,84,61,56,74,45,13,15,76,26,68,23,59,60,85,99,40,24
23,59,42,56,93,18,69,71,44,20,3,19,89,24,98,94,38,34,83,60,64,16,67,27,95,49,52,76,96,28,5,92
24,56,39,44,6,50,59,17,68,94,79,5,89,87,27,52,3,29,23,42,13,37,48,93,54,63,71,34,36,11,2,76
25,98,74,15,97,84,91,28,22,85,76,67,49,9,47,99,57,75,12,36,71,11,80,30,60,93,13,70,81,95,31,87
26,61,65,96,53,1,8,38,0,63,4,71,55,18,72,12,76,85,69,29,35,50,15,42,48,37,89,78,22,84,74,39
27,94,52,5,44,3,6,34,54,17,82,59,24,39,56,29,37,86,50,41,83,32,58,23,42,19,48,89,80,68,95,93
28,67,97,49,98,60,99,25,85,12,93,22,70,91,92,74,46,23,2,71,15,20,18,69,54,76,10,58,7,90,33,21
29,37,50,17,39,52,6,24,48,68,72,27,94,4,40,3,44,65,63,56,66,79,5,58,82,38,26,78,34,59,54,16
30,47,20,19,95,10,51,9,92,46,33,60,74,64,21,15,84,77,69,93,91,80,32,23,57,34,41,25,67,18,75,54
31,75,87,57,11,79,13,35,9,36,80,73,90,68,41,86,81,0,99,89,76,24,32,83,63,39,91,1,62,84,34,25
32,46,54,5,2,83,7,9,10,16,27,41,60,57,94,44,75,33,82,21,30,6,47,77,66,99,89,42,52,67,92,31
33,21,77,10,46,7,60,51,69,12,45,30,20,18,67,4,47,32,99,65,38,28,2,40,14,85,19,64,23,66,95,88
34,3,52,94,27,19,59,80,44,95,86,48,93,23,83,5,20,36,64,56,78,92,24,13,6,29,42,30,37,17,54,39
35,0,8,80,76,31,1,84,96,95,13,64,75,90,55,15,87,36,83,57,71,89,88,81,26,19,74,16,61,79,98,38
36,13,80,84,63,86,53,76,31,79,87,35,34,15,95,98,25,24,19,11,56,68,22,73,78,39,74,50,3,75,52,0
37,29,17,50,39,52,66,6,40,27,48,94,4,72,82,24,58,68,3,78,16,65,88,44,5,38,86,54,34,7,63,79
38,65,4,18,96,71,69,26,42,1,61,12,0,16,89,23,76,8,29,88,85,37,59,77,33,21,60,48,2,83,10,56
39,50,17,24,68,6,29,79,56,44,37,94,87,5,72,52,27,63,59,11,3,54,58,13,48,89,82,40,23,36,70,34
40,72,7,17,37,90,55,29,50,68,2,81,58,70,45,39,1,99,21,62,77,63,12,79,11,33,96,46,6,66,82,85
41,82,9,54,73,43,58,86,75,92,14,27,31,5,32,11,62,52,57,94,6,45,30,47,70,66,87,17,46,79,44,34
42,89,23,59,18,71,38,69,56,44,16,96,83,2,1,24,94,5,65,64,4,3,93,20,19,88,27,76,0,6,52,98
43,14,62,73,66,41,86,82,55,11,45,81,72,51,58,78,63,37,79,21,77,33,9,54,7,52,27,10,57,88,31,92
44,94,5,59,24,56,27,6,52,3,39,89,42,23,54,17,34,50,83,2,29,68,93,32,82,87,19,37,48,79,71,16
45,58,70,77,21,33,82,92,7,48,10,14,51,43,40,49,4,41,66,46,22,54,12,17,93,97,65,37,69,60,6,18
46,7,10,32,60,33,21,77,2,67,30,99,20,54,12,28,47,51,5,92,69,9,66,40,45,89,18,93,83,82,85,49
47,30,74,9,91,15,51,20,95,84,19,10,57,25,33,46,64,75,21,80,85,77,81,32,92,76,60,41,69,8,98,88
48,93,3,29,4,34,92,49,59,45,52,37,50,56,65,24,22,70,94,39,97,44,27,17,78,23,38,26,19,58,6,20
49,97,70,22,28,93,98,67,92,25,58,60,48,23,99,45,20,59,54,82,56,85,12,68,6,71,11,46,74,76,3,18
50,39,17,29,68,24,37,6,79,72,63,56,44,52,94,27,48,87,40,5,11,3,59,58,13,82,54,53,26,65,4,55
51,10,47,33,77,21,30,64,88,20,95,45,14,74,91,69,46,15,78,19,8,43,84,4,60,16,7,81,61,18,57,85
52,27,94,3,34,44,5,6,17,59,54,29,37,24,39,86,82,56,50,48,41,23,19,83,78,58,93,80,42,32,95,68
53,63,26,78,8,61,55,36,86,13,72,0,1,65,96,62,79,50,22,73,88,38,39,68,4,29,51,11,35,24,66,87
54,5,82,6,58,27,32,41,94,44,52,17,92,70,46,2,39,24,9,99,3,68,49,60,67,28,50,89,37,83,29,56
55,72,62,1,63,0,90,8,81,96,53,26,35,40,73,43,14,86,66,78,57,79,11,50,68,65,88,38,61,89,75,2
56,24,59,44,23,89,42,39,94,3,93,6,71,50,5,27,52,98,17,87,48,76,68,79,13,18,34,29,69,2,96,36
57,75,81,9,31,91,90,47,74,87,35,99,32,25,85,41,55,11,30,15,0,28,79,14,1,83,46,51,2,67,80,66
58,82,70,54,45,6,17,92,49,41,5,68,37,27,40,39,97,50,29,52,94,22,28,43,44,93,14,67,66,24,79,32
59,23,56,44,3,42,93,94,24,34,52,27,89,5,71,19,18,20,69,6,39,83,48,98,50,64,95,16,49,17,92,38
60,67,46,28,10,12,33,21,77,20,69,99,7,18,93,85,49,30,98,92,23,97,2,32,71,54,19,47,38,25,70,59
61,26,65,12,38,8,85,96,53,71,4,0,1,18,76,15,91,74,69,63,84,22,98,35,55,51,67,77,81,60,42,48
62,73,43,14,55,86,72,11,66,63,81,79,41,68,78,53,40,90,87,31,82,13,8,1,57,36,50,0,88,9,39,75
63,53,72,55,79,26,50,13,68,36,86,62,39,73,11,1,29,8,78,87,24,17,96,65,61,0,40,37,31,43,38,56
64,95,83,88,16,19,80,20,35,69,30,51,42,8,84,23,34,47,18,59,15,78,3,0,94,10,4,44,76,66,38,74
65,38,4,26,61,18,96,69,71,1,12,42,0,48,29,8,53,37,16,85,63,77,89,76,23,21,50,33,88,55,72,10
66,14,43,88,78,16,37,62,86,7,73,29,83,55,32,82,45,17,46,64,58,52,41,21,40,77,33,81,27,2,10,8
67,28,60,99,12,98,49,85,97,46,93,25,10,69,18,20,92,91,33,21,7,2,77,70,71,23,74,22,54,90,15,76
68,79,39,11,50,87,17,6,24,72,63,29,31,13,73,40,56,58,44,70,5,37,62,54,89,36,94,82,75,27,99,52
69,18,38,23,4,71,42,20,12,65,60,10,33,77,21,16,64,59,67,93,19,96,88,30,83,95,98,61,51,85,28,89
70,58,49,97,92,22,45,82,28,54,93,6,68,67,17,48,40,98,5,11,60,25,39,41,79,99,50,72,37,87,20,77
71,18,38,96,76,42,23,69,1,65,98,0,89,12,56,61,59,85,26,4,15,8,84,93,67,35,60,74,28,24,44,25
72,63,55,40,68,50,62,79,11,39,73,17,29,53,1,37,26,90,96,81,87,86,43,0,24,14,6,13,8,65,36,38
73,62,43,11,86,14,41,79,72,63,31,55,68,87,66,9,75,13,82,36,78,53,52,27,40,81,50,39,54,57,58,22
74,15,91,84,25,85,47,76,98,9,30,57,12,28,95,81,80,61,67,71,8,51,97,75,99,19,0,35,36,22,64,90
75,57,31,9,87,81,90,11,41,35,91,79,99,32,25,47,73,74,13,80,68,0,86,85,83,36,30,28,55,89,54,15
76,84,15,71,98,0,35,74,8,80,96,25,13,85,1,36,61,56,18,91,89,95,38,23,12,26,42,28,97,65,24,59
77,21,33,10,7,46,60,45,51,12,69,4,18,20,30,67,47,32,65,40,38,99,2,28,14,85,66,64,61,71,23,19
78,88,86,53,66,16,8,37,63,34,52,64,51,55,62,48,29,3,36,73,4,43,27,83,26,14,0,13,94,35,17,95
79,68,87,11,39,50,63,13,24,72,31,73,17,6,36,56,62,75,86,29,44,53,89,40,5,55,37,99,70,58,35,57
80,95,84,35,19,36,64,13,76,34,15,83,31,8,0,74,3,30,20,47,88,94,52,27,16,86,75,87,25,98,1,59
81,90,57,91,55,75,99,85,62,74,40,14,9,31,72,47,43,35,1,12,2,0,25,15,67,87,28,51,96,66,7,89
82,58,54,41,5,6,27,70,17,92,52,45,94,43,37,32,44,14,86,39,29,73,49,9,66,50,68,3,24,46,40,62
83,16,64,88,95,42,19,80,32,94,44,5,59,34,23,27,35,3,69,52,20,66,89,2,18,54,8,56,38,31,78,75
84,15,76,74,80,25,95,98,47,35,36,91,85,8,13,0,19,30,71,64,61,97,9,96,1,51,20,28,22,12,34,67
85,91,12,74,15,67,98,28,25,61,99,76,81,71,84,60,18,90,57,47,97,69,65,26,38,8,49,7,77,21,96,0
86,73,78,62,43,52,36,63,41,13,66,34,27,53,11,14,31,79,3,94,82,55,72,87,80,37,88,75,54,68,5,29
87,79,31,11,68,13,75,24,39,89,6,36,99,90,57,35,50,56,73,63,17,44,2,9,72,86,5,76,80,0,81,28
88,16,64,78,83,66,95,4,51,8,69,42,19,37,35,38,18,80,20,65,0,29,53,86,55,23,32,10,30,33,48,77
89,42,2,56,96,44,1,71,24,59,23,90,5,87,99,38,6,0,18,94,76,16,35,39,83,69,27,32,79,68,65,31
90,81,99,57,2,55,1,75,89,0,35,96,91,40,31,87,85,72,7,67,8,28,12,9,62,42,74,60,25,71,46,79
91,74,85,15,81,57,25,47,84,9,12,99,75,98,90,28,67,76,61,30,51,97,71,60,31,8,95,26,80,49,14,87
92,93,49,70,20,58,82,30,54,45,60,48,19,41,97,28,67,23,34,46,3,59,47,9,22,32,10,98,95,5,6,69
93,23,59,49,92,20,97,56,48,3,98,28,67,60,19,34,70,22,69,18,44,71,42,24,30,94,52,95,12,25,58,27
94,27,52,44,3,5,34,6,59,24,56,54,17,39,23,83,50,29,82,42,37,19,89,48,32,93,86,41,95,58,80,64
